dataset,sigma,seed,layer,dfe,performance,label
gaussian,0.1,2.0,2.0,0.0220657791942358,0.9032,conditional
gaussian,0.1,2.0,2.0,0.02674474787283384,0.9032,accumulated
gaussian,0.1,2.0,1.0,0.2643718123435974,0.7072,marginal
gaussian,0.1,2.0,1.0,0.26504653692245483,0.7072,conditional
gaussian,0.1,2.0,1.0,0.08264209182680715,0.7072,accumulated
gaussian,0.1,3.0,3.0,0.0015999035676941276,0.9032,marginal
gaussian,0.1,3.0,3.0,0.0013773110695183277,0.9032,conditional
gaussian,0.1,3.0,3.0,0.0018337774998659837,0.9032,accumulated
gaussian,0.1,3.0,2.0,0.004443177953362465,0.9056,marginal
gaussian,0.1,3.0,2.0,0.005148021504282951,0.9056,conditional
gaussian,0.1,3.0,2.0,0.015760054224202593,0.9056,accumulated
gaussian,0.1,3.0,1.0,0.17930488288402557,0.724,marginal
gaussian,0.1,3.0,1.0,0.19692082703113556,0.724,conditional
gaussian,0.1,3.0,1.0,0.12158529833365816,0.724,accumulated
gaussian,0.1,4.0,3.0,0.008382445201277733,0.9016,marginal
gaussian,0.1,4.0,3.0,0.007635296788066626,0.9016,conditional
gaussian,0.1,4.0,3.0,0.009355877450576852,0.9016,accumulated
gaussian,0.1,4.0,2.0,0.012152140960097313,0.9024,marginal
gaussian,0.1,4.0,2.0,0.012657584622502327,0.9024,conditional
gaussian,0.1,4.0,2.0,0.019058241227361765,0.9024,accumulated
gaussian,0.1,4.0,1.0,0.0830378383398056,0.8296,marginal
gaussian,0.1,4.0,1.0,0.09650349617004395,0.8296,conditional
gaussian,0.1,4.0,1.0,0.14801537108106114,0.8296,accumulated
gaussian,0.1,5.0,3.0,0.001745888963341713,0.9024,marginal
gaussian,0.1,5.0,3.0,0.0015398620162159204,0.9024,conditional
gaussian,0.1,5.0,3.0,0.0025200528151516142,0.9024,accumulated
gaussian,0.1,5.0,2.0,0.007603233214467764,0.904,marginal
gaussian,0.1,5.0,2.0,0.008763120509684086,0.904,conditional
gaussian,0.1,5.0,2.0,0.016649417572079377,0.904,accumulated
gaussian,0.1,5.0,1.0,0.24257954955101013,0.7384,marginal
gaussian,0.1,5.0,1.0,0.24449114501476288,0.7384,conditional
gaussian,0.1,5.0,1.0,0.08741176768766157,0.7384,accumulated
gaussian,0.1,6.0,3.0,0.003939406014978886,0.9024,marginal
gaussian,0.1,6.0,3.0,0.0036016893573105335,0.9024,conditional
gaussian,0.1,6.0,3.0,0.0044099971257381045,0.9024,accumulated
gaussian,0.1,6.0,2.0,0.022988665848970413,0.9016,marginal
gaussian,0.1,6.0,2.0,0.020931687206029892,0.9016,conditional
gaussian,0.1,6.0,2.0,0.02370195560094604,0.9016,accumulated
gaussian,0.1,6.0,1.0,0.09863903373479843,0.796,marginal
gaussian,0.1,6.0,1.0,0.11189401149749756,0.796,conditional
gaussian,0.1,6.0,1.0,0.10915649766806082,0.796,accumulated
gaussian,0.1,7.0,3.0,0.0012007944751530886,0.9032,marginal
gaussian,0.1,7.0,3.0,0.001145128975622356,0.9032,conditional
gaussian,0.1,7.0,3.0,0.0016308464641947638,0.9032,accumulated
gaussian,0.1,7.0,2.0,0.01191591378301382,0.9,marginal
gaussian,0.1,7.0,2.0,0.012157308869063854,0.9,conditional
gaussian,0.1,7.0,2.0,0.022131607434247722,0.9,accumulated
gaussian,0.1,7.0,1.0,0.11818087100982666,0.7272,marginal
gaussian,0.1,7.0,1.0,0.1497146636247635,0.7272,conditional
gaussian,0.1,7.0,1.0,0.10643155827896374,0.7272,accumulated
gaussian,0.1,8.0,3.0,0.0037178737111389637,0.9032,marginal
gaussian,0.1,8.0,3.0,0.0035631894133985043,0.9032,conditional
gaussian,0.1,8.0,3.0,0.003669436285189965,0.9032,accumulated
gaussian,0.1,8.0,2.0,0.021341992542147636,0.9024,marginal
gaussian,0.1,8.0,2.0,0.020603368058800697,0.9024,conditional
gaussian,0.1,8.0,2.0,0.02475071492344543,0.9024,accumulated
gaussian,0.1,8.0,1.0,0.10027573257684708,0.7664,marginal
gaussian,0.1,8.0,1.0,0.12027125060558319,0.7664,conditional
gaussian,0.1,8.0,1.0,0.09673843226972058,0.7664,accumulated
gaussian,0.1,9.0,3.0,0.0023285276256501675,0.9024,marginal
gaussian,0.1,9.0,3.0,0.002060376573354006,0.9024,conditional
gaussian,0.1,9.0,3.0,0.0026950213463375434,0.9024,accumulated
gaussian,0.1,9.0,2.0,0.0027833236381411552,0.908,marginal
gaussian,0.1,9.0,2.0,0.005048896186053753,0.908,conditional
gaussian,0.1,9.0,2.0,0.011823789230545364,0.908,accumulated
gaussian,0.1,9.0,1.0,0.3639751076698303,0.612,marginal
gaussian,0.1,9.0,1.0,0.3601900339126587,0.612,conditional
gaussian,0.1,9.0,1.0,0.10936028363637111,0.612,accumulated
gaussian,0.1,10.0,3.0,0.00023116329975891858,0.9032,marginal
gaussian,0.1,10.0,3.0,0.0003118781023658812,0.9032,conditional
gaussian,0.1,10.0,3.0,0.00106549241725933,0.9032,accumulated
gaussian,0.1,10.0,2.0,0.020144058391451836,0.9024,marginal
gaussian,0.1,10.0,2.0,0.019176632165908813,0.9024,conditional
gaussian,0.1,10.0,2.0,0.023681709454697466,0.9024,accumulated
gaussian,0.1,10.0,1.0,0.4014089107513428,0.5896,marginal
gaussian,0.1,10.0,1.0,0.39454373717308044,0.5896,conditional
gaussian,0.1,10.0,1.0,0.09984079197030074,0.5896,accumulated
gaussian,0.1,11.0,3.0,0.005999196320772171,0.9024,marginal
gaussian,0.1,11.0,3.0,0.005693487823009491,0.9024,conditional
gaussian,0.1,11.0,3.0,0.006469453405537029,0.9024,accumulated
gaussian,0.1,11.0,2.0,0.019602011889219284,0.9008,marginal
gaussian,0.1,11.0,2.0,0.01872316747903824,0.9008,conditional
gaussian,0.1,11.0,2.0,0.023252882789886867,0.9008,accumulated
gaussian,0.1,11.0,1.0,0.1976553201675415,0.7024,marginal
gaussian,0.1,11.0,1.0,0.21136817336082458,0.7024,conditional
gaussian,0.1,11.0,1.0,0.1518091287658906,0.7024,accumulated
gaussian,0.1,12.0,3.0,0.0048637380823493,0.9016,marginal
gaussian,0.1,12.0,3.0,0.004569099750369787,0.9016,conditional
gaussian,0.1,12.0,3.0,0.00533646330113444,0.9016,accumulated
gaussian,0.1,12.0,2.0,0.006105551030486822,0.9008,marginal
gaussian,0.1,12.0,2.0,0.006727217230945826,0.9008,conditional
gaussian,0.1,12.0,2.0,0.020096171581489103,0.9008,accumulated
gaussian,0.1,12.0,1.0,0.39733219146728516,0.5832,marginal
gaussian,0.1,12.0,1.0,0.39961257576942444,0.5832,conditional
gaussian,0.1,12.0,1.0,0.10144109739553453,0.5832,accumulated
gaussian,0.1,13.0,3.0,0.007592754904180765,0.9024,marginal
gaussian,0.1,13.0,3.0,0.007019615266472101,0.9024,conditional
gaussian,0.1,13.0,3.0,0.008750339371413358,0.9024,accumulated
gaussian,0.1,13.0,2.0,0.029333170503377914,0.8952,marginal
gaussian,0.1,13.0,2.0,0.030141327530145645,0.8952,conditional
gaussian,0.1,13.0,2.0,0.03109482780832195,0.8952,accumulated
gaussian,0.1,13.0,1.0,0.33835098147392273,0.6208,marginal
gaussian,0.1,13.0,1.0,0.3547248840332031,0.6208,conditional
gaussian,0.1,13.0,1.0,0.09797059625862498,0.6208,accumulated
gaussian,0.1,14.0,3.0,0.006643060594797134,0.9024,marginal
gaussian,0.1,14.0,3.0,0.006305134855210781,0.9024,conditional
gaussian,0.1,14.0,3.0,0.007506261355576041,0.9024,accumulated
gaussian,0.1,14.0,2.0,0.021564269438385963,0.9024,marginal
gaussian,0.1,14.0,2.0,0.020234595984220505,0.9024,conditional
gaussian,0.1,14.0,2.0,0.021131378836182962,0.9024,accumulated
gaussian,0.1,14.0,1.0,0.23096680641174316,0.7096,marginal
gaussian,0.1,14.0,1.0,0.24150407314300537,0.7096,conditional
gaussian,0.1,14.0,1.0,0.12492463096667465,0.7096,accumulated
gaussian,0.1,15.0,3.0,0.00825465377420187,0.9024,marginal
gaussian,0.1,15.0,3.0,0.007749528624117374,0.9024,conditional
gaussian,0.1,15.0,3.0,0.00928237532370428,0.9024,accumulated
gaussian,0.1,15.0,2.0,0.01723545417189598,0.904,marginal
gaussian,0.1,15.0,2.0,0.0169460978358984,0.904,conditional
gaussian,0.1,15.0,2.0,0.02232573821662487,0.904,accumulated
gaussian,0.1,15.0,1.0,0.3664109408855438,0.6096,marginal
gaussian,0.1,15.0,1.0,0.37407299876213074,0.6096,conditional
gaussian,0.1,15.0,1.0,0.1047370254956486,0.6096,accumulated
gaussian,0.1,16.0,3.0,0.002995922230184078,0.9032,marginal
gaussian,0.1,16.0,3.0,0.0029194813687354326,0.9032,conditional
gaussian,0.1,16.0,3.0,0.004434195146126115,0.9032,accumulated
gaussian,0.1,16.0,2.0,0.023705946281552315,0.8992,marginal
gaussian,0.1,16.0,2.0,0.02231944538652897,0.8992,conditional
gaussian,0.1,16.0,2.0,0.026773025455806038,0.8992,accumulated
gaussian,0.1,16.0,1.0,0.06413271278142929,0.8096,marginal
gaussian,0.1,16.0,1.0,0.08532653748989105,0.8096,conditional
gaussian,0.1,16.0,1.0,0.11423892839370622,0.8096,accumulated
gaussian,0.1,17.0,3.0,0.0018201445927843451,0.9032,marginal
gaussian,0.1,17.0,3.0,0.001569893560372293,0.9032,conditional
gaussian,0.1,17.0,3.0,0.0016735097127696444,0.9032,accumulated
gaussian,0.1,17.0,2.0,0.03936668485403061,0.896,marginal
gaussian,0.1,17.0,2.0,0.03784645348787308,0.896,conditional
gaussian,0.1,17.0,2.0,0.040412484063711986,0.896,accumulated
gaussian,0.1,17.0,1.0,0.34651437401771545,0.6304,marginal
gaussian,0.1,17.0,1.0,0.34567949175834656,0.6304,conditional
gaussian,0.1,17.0,1.0,0.11763582445243499,0.6304,accumulated
gaussian,0.1,18.0,3.0,0.0012986869551241398,0.9032,marginal
gaussian,0.1,18.0,3.0,0.0012394405202940106,0.9032,conditional
gaussian,0.1,18.0,3.0,0.001847196940806467,0.9032,accumulated
gaussian,0.1,18.0,2.0,0.027875687927007675,0.9032,marginal
gaussian,0.1,18.0,2.0,0.025935515761375427,0.9032,conditional
gaussian,0.1,18.0,2.0,0.030010258368718394,0.9032,accumulated
gaussian,0.1,18.0,1.0,0.23308727145195007,0.68,marginal
gaussian,0.1,18.0,1.0,0.24887974560260773,0.68,conditional
gaussian,0.1,18.0,1.0,0.15508361528815634,0.68,accumulated
gaussian,0.1,19.0,3.0,0.001000907039269805,0.9032,marginal
gaussian,0.1,19.0,3.0,0.0009321497636847198,0.9032,conditional
gaussian,0.1,19.0,3.0,0.0014245197016682046,0.9032,accumulated
gaussian,0.1,19.0,2.0,0.025559091940522194,0.8992,marginal
gaussian,0.1,19.0,2.0,0.024049852043390274,0.8992,conditional
gaussian,0.1,19.0,2.0,0.02739346807684633,0.8992,accumulated
gaussian,0.1,19.0,1.0,0.21171872317790985,0.7704,marginal
gaussian,0.1,19.0,1.0,0.2121492326259613,0.7704,conditional
gaussian,0.1,19.0,1.0,0.08178850686419531,0.7704,accumulated
gaussian,0.25,0.0,3.0,0.015917079523205757,0.9016,marginal
gaussian,0.25,0.0,3.0,0.015074707567691803,0.9016,conditional
gaussian,0.25,0.0,3.0,0.019211996495127528,0.9016,accumulated
gaussian,0.25,0.0,2.0,0.10604405403137207,0.86,marginal
gaussian,0.25,0.0,2.0,0.10808201134204865,0.86,conditional
gaussian,0.25,0.0,2.0,0.07928282794181056,0.86,accumulated
gaussian,0.25,0.0,1.0,0.5155370831489563,0.4888,marginal
gaussian,0.25,0.0,1.0,0.5128331184387207,0.4888,conditional
gaussian,0.25,0.0,1.0,0.12373857139000988,0.4888,accumulated
gaussian,0.25,1.0,3.0,0.0007441796478815377,0.9032,marginal
gaussian,0.25,1.0,3.0,0.001262896810658276,0.9032,conditional
gaussian,0.25,1.0,3.0,0.003465514946697197,0.9032,accumulated
gaussian,0.25,1.0,2.0,0.10157154500484467,0.8528,marginal
gaussian,0.25,1.0,2.0,0.10461409389972687,0.8528,conditional
gaussian,0.25,1.0,2.0,0.06411248852834724,0.8528,accumulated
gaussian,0.25,1.0,1.0,0.5203053951263428,0.4872,marginal
gaussian,0.25,1.0,1.0,0.5152414441108704,0.4872,conditional
gaussian,0.25,1.0,1.0,0.1284207275812335,0.4872,accumulated
gaussian,0.25,2.0,3.0,0.0037835105322301388,0.9016,marginal
gaussian,0.25,2.0,3.0,0.0034888661466538906,0.9016,conditional
gaussian,0.25,2.0,3.0,0.0061194939548373985,0.9016,accumulated
gaussian,0.25,2.0,2.0,0.08766993880271912,0.86,marginal
gaussian,0.25,2.0,2.0,0.09349709749221802,0.86,conditional
gaussian,0.25,2.0,2.0,0.07074462318727749,0.86,accumulated
gaussian,0.25,2.0,1.0,0.32109904289245605,0.6288,marginal
gaussian,0.25,2.0,1.0,0.33203059434890747,0.6288,conditional
gaussian,0.25,2.0,1.0,0.0980967302298442,0.6288,accumulated
gaussian,0.25,3.0,3.0,0.004077352117747068,0.9024,marginal
gaussian,0.25,3.0,3.0,0.0035137166269123554,0.9024,conditional
gaussian,0.25,3.0,3.0,0.004658457584283489,0.9024,accumulated
gaussian,0.25,3.0,2.0,0.005159834399819374,0.8976,marginal
gaussian,0.25,3.0,2.0,0.009205000475049019,0.8976,conditional
gaussian,0.25,3.0,2.0,0.027653090950407556,0.8976,accumulated
gaussian,0.25,3.0,1.0,0.3395974636077881,0.5736,marginal
gaussian,0.25,3.0,1.0,0.35585901141166687,0.5736,conditional
gaussian,0.25,3.0,1.0,0.19538934926246448,0.5736,accumulated
gaussian,0.25,4.0,3.0,0.020940953865647316,0.9016,marginal
gaussian,0.25,4.0,3.0,0.01906990446150303,0.9016,conditional
gaussian,0.25,4.0,3.0,0.024008725821528527,0.9016,accumulated
gaussian,0.25,4.0,2.0,0.053390782326459885,0.8904,marginal
gaussian,0.25,4.0,2.0,0.05310613662004471,0.8904,conditional
gaussian,0.25,4.0,2.0,0.04481413483821433,0.8904,accumulated
gaussian,0.25,4.0,1.0,0.24815373122692108,0.6824,marginal
gaussian,0.25,4.0,1.0,0.26665574312210083,0.6824,conditional
gaussian,0.25,4.0,1.0,0.15128688170704174,0.6824,accumulated
gaussian,0.25,5.0,3.0,0.004352182615548372,0.9032,marginal
gaussian,0.25,5.0,3.0,0.0038382031489163637,0.9032,conditional
gaussian,0.25,5.0,3.0,0.006292097440177756,0.9032,accumulated
gaussian,0.25,5.0,2.0,0.025690769776701927,0.9048,marginal
gaussian,0.25,5.0,2.0,0.026047661900520325,0.9048,conditional
gaussian,0.25,5.0,2.0,0.040957310754276804,0.9048,accumulated
gaussian,0.25,5.0,1.0,0.4320194125175476,0.564,marginal
gaussian,0.25,5.0,1.0,0.42218369245529175,0.564,conditional
gaussian,0.25,5.0,1.0,0.11633618490870282,0.564,accumulated
gaussian,0.25,6.0,3.0,0.009620272554457188,0.9016,marginal
gaussian,0.25,6.0,3.0,0.008807248435914516,0.9016,conditional
gaussian,0.25,6.0,3.0,0.010841871290944414,0.9016,accumulated
gaussian,0.25,6.0,2.0,0.019911151379346848,0.9024,marginal
gaussian,0.25,6.0,2.0,0.019842000678181648,0.9024,conditional
gaussian,0.25,6.0,2.0,0.029788793549917952,0.9024,accumulated
gaussian,0.25,6.0,1.0,0.17071452736854553,0.7072,marginal
gaussian,0.25,6.0,1.0,0.1830596625804901,0.7072,conditional
gaussian,0.25,6.0,1.0,0.13939346661315766,0.7072,accumulated
gaussian,0.25,7.0,3.0,0.002989901229739189,0.9024,marginal
gaussian,0.25,7.0,3.0,0.0028433059342205524,0.9024,conditional
gaussian,0.25,7.0,3.0,0.004142438269428032,0.9024,accumulated
gaussian,0.25,7.0,2.0,0.06187409907579422,0.8712,marginal
gaussian,0.25,7.0,2.0,0.06624817103147507,0.8712,conditional
gaussian,0.25,7.0,2.0,0.049715110273396305,0.8712,accumulated
gaussian,0.25,7.0,1.0,0.2830364406108856,0.5992,marginal
gaussian,0.25,7.0,1.0,0.317450612783432,0.5992,conditional
gaussian,0.25,7.0,1.0,0.15132644377798837,0.5992,accumulated
gaussian,0.25,8.0,3.0,0.009126800112426281,0.9024,marginal
gaussian,0.25,8.0,3.0,0.008748849853873253,0.9024,conditional
gaussian,0.25,8.0,3.0,0.00885860018092277,0.9024,accumulated
gaussian,0.25,8.0,2.0,0.10831946134567261,0.856,marginal
gaussian,0.25,8.0,2.0,0.11112004518508911,0.856,conditional
gaussian,0.25,8.0,2.0,0.06864979627205205,0.856,accumulated
gaussian,0.25,8.0,1.0,0.12534049153327942,0.6936,marginal
gaussian,0.25,8.0,1.0,0.1485905945301056,0.6936,conditional
gaussian,0.25,8.0,1.0,0.18490107141438114,0.6936,accumulated
gaussian,0.25,9.0,3.0,0.0057417890056967735,0.9024,marginal
gaussian,0.25,9.0,3.0,0.005079806782305241,0.9024,conditional
gaussian,0.25,9.0,3.0,0.006657465969103287,0.9024,accumulated
gaussian,0.25,9.0,2.0,0.013239647261798382,0.9056,marginal
gaussian,0.25,9.0,2.0,0.014693099074065685,0.9056,conditional
gaussian,0.25,9.0,2.0,0.030478659304901227,0.9056,accumulated
gaussian,0.25,9.0,1.0,0.47869449853897095,0.5136,marginal
gaussian,0.25,9.0,1.0,0.4830167889595032,0.5136,conditional
gaussian,0.25,9.0,1.0,0.12839260783265222,0.5136,accumulated
gaussian,0.25,10.0,3.0,0.0005930971819907427,0.9024,marginal
gaussian,0.25,10.0,3.0,0.0008016525534912944,0.9024,conditional
gaussian,0.25,10.0,3.0,0.0027009105053374073,0.9024,accumulated
gaussian,0.25,10.0,2.0,0.0834834948182106,0.8656,marginal
gaussian,0.25,10.0,2.0,0.08392290025949478,0.8656,conditional
gaussian,0.25,10.0,2.0,0.06132152063516809,0.8656,accumulated
gaussian,0.25,10.0,1.0,0.47952061891555786,0.5128,marginal
gaussian,0.25,10.0,1.0,0.48475804924964905,0.5128,conditional
gaussian,0.25,10.0,1.0,0.12841711991862426,0.5128,accumulated
gaussian,0.25,11.0,3.0,0.015577701851725578,0.9032,marginal
gaussian,0.25,11.0,3.0,0.014796324074268341,0.9032,conditional
gaussian,0.25,11.0,3.0,0.017291959948104084,0.9032,accumulated
gaussian,0.25,11.0,2.0,0.01766742579638958,0.9,marginal
gaussian,0.25,11.0,2.0,0.019883906468749046,0.9,conditional
gaussian,0.25,11.0,2.0,0.03926779874275956,0.9,accumulated
gaussian,0.25,11.0,1.0,0.42784303426742554,0.5416,marginal
gaussian,0.25,11.0,1.0,0.43426722288131714,0.5416,conditional
gaussian,0.25,11.0,1.0,0.1347913491528699,0.5416,accumulated
gaussian,0.25,12.0,3.0,0.01214953139424324,0.9024,marginal
gaussian,0.25,12.0,3.0,0.011355998925864697,0.9024,conditional
gaussian,0.25,12.0,3.0,0.013324595323492528,0.9024,accumulated
gaussian,0.25,12.0,2.0,0.026424970477819443,0.8992,marginal
gaussian,0.25,12.0,2.0,0.02713846229016781,0.8992,conditional
gaussian,0.25,12.0,2.0,0.034194284392400534,0.8992,accumulated
gaussian,0.25,12.0,1.0,0.4766256809234619,0.5144,marginal
gaussian,0.25,12.0,1.0,0.48220720887184143,0.5144,conditional
gaussian,0.25,12.0,1.0,0.12667068018143107,0.5144,accumulated
gaussian,0.25,13.0,3.0,0.018791619688272476,0.9016,marginal
gaussian,0.25,13.0,3.0,0.01737028919160366,0.9016,conditional
gaussian,0.25,13.0,3.0,0.022055590512117158,0.9016,accumulated
gaussian,0.25,13.0,2.0,0.13950370252132416,0.8208,marginal
gaussian,0.25,13.0,2.0,0.1462147831916809,0.8208,conditional
gaussian,0.25,13.0,2.0,0.09737886395195666,0.8208,accumulated
gaussian,0.25,13.0,1.0,0.4770433306694031,0.5128,marginal
gaussian,0.25,13.0,1.0,0.4843063950538635,0.5128,conditional
gaussian,0.25,13.0,1.0,0.12654712164887758,0.5128,accumulated
gaussian,0.25,14.0,3.0,0.01680203154683113,0.9024,marginal
gaussian,0.25,14.0,3.0,0.015918375924229622,0.9024,conditional
gaussian,0.25,14.0,3.0,0.019431359459780608,0.9024,accumulated
gaussian,0.25,14.0,2.0,0.05971277877688408,0.8856,marginal
gaussian,0.25,14.0,2.0,0.05892973020672798,0.8856,conditional
gaussian,0.25,14.0,2.0,0.04749522961230658,0.8856,accumulated
gaussian,0.25,14.0,1.0,0.453233003616333,0.5208,marginal
gaussian,0.25,14.0,1.0,0.4598556458950043,0.5208,conditional
gaussian,0.25,14.0,1.0,0.13907176156626092,0.5208,accumulated
gaussian,0.25,15.0,3.0,0.02026369236409664,0.9032,marginal
gaussian,0.25,15.0,3.0,0.018957028165459633,0.9032,conditional
gaussian,0.25,15.0,3.0,0.022907677372613518,0.9032,accumulated
gaussian,0.25,15.0,2.0,0.057411499321460724,0.8784,marginal
gaussian,0.25,15.0,2.0,0.05948207527399063,0.8784,conditional
gaussian,0.25,15.0,2.0,0.06095731022218367,0.8784,accumulated
gaussian,0.25,15.0,1.0,0.47506481409072876,0.5144,marginal
gaussian,0.25,15.0,1.0,0.4819183945655823,0.5144,conditional
gaussian,0.25,15.0,1.0,0.1277626522432389,0.5144,accumulated
gaussian,0.25,16.0,3.0,0.00753813236951828,0.9008,marginal
gaussian,0.25,16.0,3.0,0.007365107536315918,0.9008,conditional
gaussian,0.25,16.0,3.0,0.010980122238421633,0.9008,accumulated
gaussian,0.25,16.0,2.0,0.06868426501750946,0.8816,marginal
gaussian,0.25,16.0,2.0,0.06731265783309937,0.8816,conditional
gaussian,0.25,16.0,2.0,0.04835990667084647,0.8816,accumulated
gaussian,0.25,16.0,1.0,0.17159494757652283,0.692,marginal
gaussian,0.25,16.0,1.0,0.1850743442773819,0.692,conditional
gaussian,0.25,16.0,1.0,0.18457926653425596,0.692,accumulated
gaussian,0.25,17.0,3.0,0.004608022514730692,0.9024,marginal
gaussian,0.25,17.0,3.0,0.003992056008428335,0.9024,conditional
gaussian,0.25,17.0,3.0,0.0042136034032114085,0.9024,accumulated
gaussian,0.25,17.0,2.0,0.1489805281162262,0.8264,marginal
gaussian,0.25,17.0,2.0,0.15164685249328613,0.8264,conditional
gaussian,0.25,17.0,2.0,0.07533240632989216,0.8264,accumulated
gaussian,0.25,17.0,1.0,0.4500357210636139,0.5248,marginal
gaussian,0.25,17.0,1.0,0.46219712495803833,0.5248,conditional
gaussian,0.25,17.0,1.0,0.12616729696415882,0.5248,accumulated
gaussian,0.25,18.0,3.0,0.003313713474199176,0.904,marginal
gaussian,0.25,18.0,3.0,0.0031719140242785215,0.904,conditional
gaussian,0.25,18.0,3.0,0.004735947641000679,0.904,accumulated
gaussian,0.25,18.0,2.0,0.11716476827859879,0.8576,marginal
gaussian,0.25,18.0,2.0,0.11290738731622696,0.8576,conditional
gaussian,0.25,18.0,2.0,0.0663190645963839,0.8576,accumulated
gaussian,0.25,18.0,1.0,0.47082361578941345,0.516,marginal
gaussian,0.25,18.0,1.0,0.4776715636253357,0.516,conditional
gaussian,0.25,18.0,1.0,0.13563332794107913,0.516,accumulated
gaussian,0.25,19.0,3.0,0.0024931146763265133,0.904,marginal
gaussian,0.25,19.0,3.0,0.002320258179679513,0.904,conditional
gaussian,0.25,19.0,3.0,0.0034519502371083907,0.904,accumulated
gaussian,0.25,19.0,2.0,0.10095666348934174,0.8648,marginal
gaussian,0.25,19.0,2.0,0.1014256700873375,0.8648,conditional
gaussian,0.25,19.0,2.0,0.05872033604479775,0.8648,accumulated
gaussian,0.25,19.0,1.0,0.33216342329978943,0.6104,marginal
gaussian,0.25,19.0,1.0,0.33444786071777344,0.6104,conditional
gaussian,0.25,19.0,1.0,0.11511228774147222,0.6104,accumulated
gaussian,0.5,0.0,3.0,0.032831914722919464,0.8968,marginal
gaussian,0.5,0.0,3.0,0.031219083815813065,0.8968,conditional
gaussian,0.5,0.0,3.0,0.03802343377434533,0.8968,accumulated
gaussian,0.5,0.0,2.0,0.24051693081855774,0.7408,marginal
gaussian,0.5,0.0,2.0,0.24882464110851288,0.7408,conditional
gaussian,0.5,0.0,2.0,0.0734001743094204,0.7408,accumulated
gaussian,0.5,0.0,1.0,0.4815267026424408,0.4936,marginal
gaussian,0.5,0.0,1.0,0.4885575771331787,0.4936,conditional
gaussian,0.5,0.0,1.0,0.1241795822862,0.4936,accumulated
gaussian,0.5,1.0,3.0,0.00155500671826303,0.904,marginal
gaussian,0.5,1.0,3.0,0.002576447557657957,0.904,conditional
gaussian,0.5,1.0,3.0,0.007089411780729591,0.904,accumulated
gaussian,0.5,1.0,2.0,0.1970582902431488,0.7728,marginal
gaussian,0.5,1.0,2.0,0.20608916878700256,0.7728,conditional
gaussian,0.5,1.0,2.0,0.08118234431751284,0.7728,accumulated
gaussian,0.5,1.0,1.0,0.5203832387924194,0.4872,marginal
gaussian,0.5,1.0,1.0,0.5152414441108704,0.4872,conditional
gaussian,0.5,1.0,1.0,0.12842072748919442,0.4872,accumulated
gaussian,0.5,2.0,3.0,0.007704318501055241,0.9024,marginal
gaussian,0.5,2.0,3.0,0.007094203494489193,0.9024,conditional
gaussian,0.5,2.0,3.0,0.012700233449104861,0.9024,accumulated
gaussian,0.5,2.0,2.0,0.20408101379871368,0.7752,marginal
gaussian,0.5,2.0,2.0,0.20814447104930878,0.7752,conditional
gaussian,0.5,2.0,2.0,0.08515445083833001,0.7752,accumulated
gaussian,0.5,2.0,1.0,0.1349300742149353,0.5912,marginal
gaussian,0.5,2.0,1.0,0.17640721797943115,0.5912,conditional
gaussian,0.5,2.0,1.0,0.16568566825444553,0.5912,accumulated
gaussian,0.5,3.0,3.0,0.008429775014519691,0.9016,marginal
gaussian,0.5,3.0,3.0,0.0072876340709626675,0.9016,conditional
gaussian,0.5,3.0,3.0,0.00947770387307142,0.9016,accumulated
gaussian,0.5,3.0,2.0,0.012910835444927216,0.9008,marginal
gaussian,0.5,3.0,2.0,0.018105927854776382,0.9008,conditional
gaussian,0.5,3.0,2.0,0.03986907019424269,0.9008,accumulated
gaussian,0.5,3.0,1.0,0.3913932740688324,0.5184,marginal
gaussian,0.5,3.0,1.0,0.40867727994918823,0.5184,conditional
gaussian,0.5,3.0,1.0,0.14260672520823628,0.5184,accumulated
gaussian,0.5,4.0,3.0,0.04194001480937004,0.8928,marginal
gaussian,0.5,4.0,3.0,0.038682129234075546,0.8928,conditional
gaussian,0.5,4.0,3.0,0.045770325271988106,0.8928,accumulated
gaussian,0.5,4.0,2.0,0.14163878560066223,0.8224,marginal
gaussian,0.5,4.0,2.0,0.14401479065418243,0.8224,conditional
gaussian,0.5,4.0,2.0,0.09024817422689882,0.8224,accumulated
gaussian,0.5,4.0,1.0,0.43163108825683594,0.5432,marginal
gaussian,0.5,4.0,1.0,0.4333871304988861,0.5432,conditional
gaussian,0.5,4.0,1.0,0.1384635522002889,0.5432,accumulated
gaussian,0.5,5.0,3.0,0.008665965870022774,0.9024,marginal
gaussian,0.5,5.0,3.0,0.00765885878354311,0.9024,conditional
gaussian,0.5,5.0,3.0,0.012611887812458608,0.9024,accumulated
gaussian,0.5,5.0,2.0,0.13486860692501068,0.84,marginal
gaussian,0.5,5.0,2.0,0.13500092923641205,0.84,conditional
gaussian,0.5,5.0,2.0,0.07255332281604807,0.84,accumulated
gaussian,0.5,5.0,1.0,0.46142998337745667,0.528,marginal
gaussian,0.5,5.0,1.0,0.45766717195510864,0.528,conditional
gaussian,0.5,5.0,1.0,0.12630471196728546,0.528,accumulated
gaussian,0.5,6.0,3.0,0.01853078417479992,0.9024,marginal
gaussian,0.5,6.0,3.0,0.016999773681163788,0.9024,conditional
gaussian,0.5,6.0,3.0,0.02108561077149372,0.9024,accumulated
gaussian,0.5,6.0,2.0,0.01814434863626957,0.9,marginal
