s,xs,dtv,dfe,label
most important,q_0.8,0.7944303797468353,1.588519353444063,theoretical:marginal
most important,q_0.8,0.6976744186046513,1.3950490119845371,theoretical:conditional
most important,q_0.8,0.7944303797468353,0.029920458793640137,random:marginal
most important,q_0.8,0.6976744186046513,0.0898592546582222,random:conditional
most important,q_0.8,0.8111392405063291,1.6219298943386802,theoretical:marginal
most important,q_0.8,0.7325581395348837,1.4648014625837635,theoretical:conditional
most important,q_0.8,0.8111392405063291,0.03950110077857971,random:marginal
most important,q_0.8,0.7325581395348837,0.09253180772066116,random:conditional
most important,q_0.8,0.7807594936708862,1.5611834563484677,theoretical:marginal
most important,q_0.8,0.7383720930232558,1.4764268710169681,theoretical:conditional
most important,q_0.8,0.7807594936708862,0.04024893045425415,random:marginal
most important,q_0.8,0.7383720930232558,0.1053592786192894,random:conditional
most important,q_0.8,0.7929113924050634,1.5854820315445528,theoretical:marginal
most important,q_0.8,0.7732558139534883,1.5461793216161948,theoretical:conditional
most important,q_0.8,0.7929113924050634,0.05135822296142578,random:marginal
most important,q_0.8,0.7732558139534883,0.12708312273025513,random:conditional
most important,q_0.8,0.8774683544303797,1.754559617283978,theoretical:marginal
most important,q_0.8,0.8197674418604652,1.639182589081831,theoretical:conditional
most important,q_0.8,0.8774683544303797,0.053122490644454956,random:marginal
most important,q_0.8,0.8197674418604652,0.13405710458755493,random:conditional
most important,q_0.8,0.8435443037974684,1.6867260948615739,theoretical:marginal
most important,q_0.8,0.8255813953488371,1.6508079975150352,theoretical:conditional
most important,q_0.8,0.8435443037974684,0.06133073568344116,random:marginal
most important,q_0.8,0.8255813953488371,0.14351245760917664,random:conditional
most important,q_0.8,0.8349367088607594,1.66951460409768,theoretical:marginal
most important,q_0.8,0.8604651162790697,1.720560448114262,theoretical:conditional
most important,q_0.8,0.8349367088607594,0.07076886296272278,random:marginal
most important,q_0.8,0.8604651162790697,0.14737990498542786,random:conditional
most important,q_0.8,0.8334177215189874,1.6664772821981697,theoretical:marginal
most important,q_0.8,0.872093023255814,1.743811264980671,theoretical:conditional
most important,q_0.8,0.8334177215189874,0.073065847158432,random:marginal
most important,q_0.8,0.872093023255814,0.16716212034225464,random:conditional
most important,q_0.8,0.8541772151898736,1.7079873481581485,theoretical:marginal
most important,q_0.8,0.8546511627906976,1.7089350396810574,theoretical:conditional
most important,q_0.8,0.8541772151898736,0.08291149139404297,random:marginal
most important,q_0.8,0.8546511627906976,0.18504846096038818,random:conditional
most important,q_0.8,0.9356962025316455,1.8709902900985524,theoretical:marginal
most important,q_0.8,0.8837209302325582,1.76706208184708,theoretical:conditional
most important,q_0.8,0.9356962025316455,0.07916629314422607,random:marginal
most important,q_0.8,0.8837209302325582,0.18883422017097473,random:conditional
most important,q_0.8,0.9174683544303798,1.8345424273044248,theoretical:marginal
most important,q_0.8,0.8430232558139534,1.6856842228146485,theoretical:conditional
most important,q_0.8,0.9174683544303798,0.08497840166091919,random:marginal
most important,q_0.8,0.8430232558139534,0.1897454857826233,random:conditional
most important,q_0.8,0.8637974683544305,1.7272237201883824,theoretical:marginal
most important,q_0.8,0.8837209302325582,1.76706208184708,theoretical:conditional
most important,q_0.8,0.8637974683544305,0.09548592567443848,random:marginal
most important,q_0.8,0.8837209302325582,0.20699924230575562,random:conditional
most important,q_0.8,0.881012658227848,1.7616467017161694,theoretical:marginal
most important,q_0.8,0.9127906976744187,1.8251891240131024,theoretical:conditional
most important,q_0.8,0.881012658227848,0.09998047351837158,random:marginal
